config,seed,t,P,theta,cap,score,adopted
small-4-3,15,450,1.50,0.50,2,10.7,0
small-4-3,15,450,1.50,0.40,2,10.7,1
small-4-3,16,50,1.80,0.40,2,32.1,0
small-4-3,16,50,1.30,0.40,2,32.1,0
small-4-3,16,50,1.50,0.50,2,32.1,0
small-4-3,16,50,1.50,0.40,2,32.1,1
small-4-3,16,100,1.50,0.33,2,94.6,0
small-4-3,16,100,1.50,0.40,1,94.6,0
small-4-3,16,100,1.50,0.40,3,94.6,0
small-4-3,16,100,1.50,0.40,2,94.6,1
small-4-3,16,150,1.80,0.40,2,240.0,0
small-4-3,16,150,1.30,0.40,2,240.0,0
small-4-3,16,150,1.50,0.50,2,240.0,0
small-4-3,16,150,1.50,0.40,2,240.0,1
small-4-3,16,200,1.50,0.33,2,210.1,0
small-4-3,16,200,1.50,0.40,1,210.1,0
small-4-3,16,200,1.50,0.40,3,210.1,0
small-4-3,16,200,1.50,0.40,2,210.1,1
small-4-3,16,250,1.80,0.40,2,95.3,0
small-4-3,16,250,1.30,0.40,2,95.3,0
small-4-3,16,250,1.50,0.50,2,95.3,0
small-4-3,16,250,1.50,0.40,2,95.3,1
small-4-3,16,300,1.50,0.33,2,85.6,0
small-4-3,16,300,1.50,0.40,1,85.6,0
small-4-3,16,300,1.50,0.40,3,85.6,0
small-4-3,16,300,1.50,0.40,2,85.6,1
small-4-3,16,350,1.80,0.40,2,67.7,0
small-4-3,16,350,1.30,0.40,2,67.7,0
small-4-3,16,350,1.50,0.50,2,67.7,0
small-4-3,16,350,1.50,0.40,2,67.7,1
small-4-3,16,400,1.50,0.33,2,23.2,0
small-4-3,16,400,1.50,0.40,1,23.2,0
small-4-3,16,400,1.50,0.40,3,23.2,0
small-4-3,16,400,1.50,0.40,2,23.2,1
small-4-3,16,450,1.80,0.40,2,10.5,0
small-4-3,16,450,1.30,0.40,2,10.5,0
small-4-3,16,450,1.50,0.50,2,10.5,0
small-4-3,16,450,1.50,0.40,2,10.5,1
small-4-3,17,50,1.80,0.40,2,103.5,0
small-4-3,17,50,1.30,0.40,2,103.5,0
small-4-3,17,50,1.50,0.50,2,103.5,0
small-4-3,17,50,1.50,0.40,2,103.5,1
small-4-3,17,100,1.50,0.33,2,258.2,0
small-4-3,17,100,1.50,0.40,1,258.2,0
small-4-3,17,100,1.50,0.40,3,258.2,0
small-4-3,17,100,1.50,0.40,2,258.2,1
small-4-3,17,150,1.80,0.40,2,263.7,0
small-4-3,17,150,1.30,0.40,2,263.7,0
small-4-3,17,150,1.50,0.50,2,263.7,0
small-4-3,17,150,1.50,0.40,2,263.7,1
small-4-3,17,200,1.50,0.33,2,162.1,0
small-4-3,17,200,1.50,0.40,1,162.1,0
small-4-3,17,200,1.50,0.40,3,162.1,0
small-4-3,17,200,1.50,0.40,2,162.1,1
small-4-3,17,250,1.80,0.40,2,94.2,0
small-4-3,17,250,1.30,0.40,2,94.2,0
small-4-3,17,250,1.50,0.50,2,94.2,0
small-4-3,17,250,1.50,0.40,2,94.2,1
small-4-3,17,300,1.50,0.33,2,77.8,0
small-4-3,17,300,1.50,0.40,1,77.8,0
small-4-3,17,300,1.50,0.40,3,77.8,0
small-4-3,17,300,1.50,0.40,2,77.8,1
small-4-3,17,350,1.80,0.40,2,69.4,0
small-4-3,17,350,1.30,0.40,2,69.4,0
small-4-3,17,350,1.50,0.50,2,69.4,0
small-4-3,17,350,1.50,0.40,2,69.4,1
small-4-3,17,400,1.50,0.33,2,34.8,0
small-4-3,17,400,1.50,0.40,1,34.8,0
small-4-3,17,400,1.50,0.40,3,34.8,0
small-4-3,17,400,1.50,0.40,2,34.8,1
small-4-3,17,450,1.80,0.40,2,2.1,0
small-4-3,17,450,1.30,0.40,2,2.1,0
small-4-3,17,450,1.50,0.50,2,2.1,0
small-4-3,17,450,1.50,0.40,2,2.1,1
small-4-3,18,50,1.80,0.40,2,197.2,0
small-4-3,18,50,1.30,0.40,2,197.2,0
small-4-3,18,50,1.50,0.50,2,197.2,0
small-4-3,18,50,1.50,0.40,2,197.2,1
small-4-3,18,100,1.50,0.33,2,225.6,0
small-4-3,18,100,1.50,0.40,1,225.6,0
small-4-3,18,100,1.50,0.40,3,225.6,0
small-4-3,18,100,1.50,0.40,2,225.6,1
small-4-3,18,150,1.80,0.40,2,109.4,0
small-4-3,18,150,1.30,0.40,2,109.4,0
small-4-3,18,150,1.50,0.50,2,109.4,0
small-4-3,18,150,1.50,0.40,2,109.4,1
small-4-3,18,200,1.50,0.33,2,105.1,0
small-4-3,18,200,1.50,0.40,1,105.1,0
small-4-3,18,200,1.50,0.40,3,105.1,0
small-4-3,18,200,1.50,0.40,2,105.1,1
small-4-3,18,250,1.80,0.40,2,54.4,0
small-4-3,18,250,1.30,0.40,2,54.4,0
small-4-3,18,250,1.50,0.50,2,54.4,0
small-4-3,18,250,1.50,0.40,2,54.4,1
small-4-3,18,300,1.50,0.33,2,45.4,0
small-4-3,18,300,1.50,0.40,1,45.4,0
small-4-3,18,300,1.50,0.40,3,45.4,0
small-4-3,18,300,1.50,0.40,2,45.4,1
small-4-3,18,350,1.80,0.40,2,42.0,0
small-4-3,18,350,1.30,0.40,2,33.6,0
small-4-3,18,350,1.50,0.50,2,39.0,0
small-4-3,18,350,1.80,0.40,2,42.0,1
small-4-3,18,400,1.80,0.33,2,-1.9,0
small-4-3,18,400,1.80,0.40,1,-1.9,0
small-4-3,18,400,1.80,0.40,3,-1.9,0
small-4-3,18,400,1.80,0.40,2,-1.9,1
small-4-3,18,450,2.10,0.40,2,5.4,0
small-4-3,18,450,1.80,0.50,2,5.4,0
small-4-3,18,450,1.60,0.40,2,5.4,0
small-4-3,18,450,1.80,0.40,2,5.4,1
small-4-3,73,50,1.80,0.40,2,75.8,0
small-4-3,73,50,1.30,0.40,2,75.8,0
small-4-3,73,50,1.50,0.50,2,75.8,0
small-4-3,73,50,1.50,0.40,2,75.8,1
small-4-3,73,100,1.50,0.33,2,174.8,0
small-4-3,73,100,1.50,0.40,1,174.8,0
small-4-3,73,100,1.50,0.40,3,174.8,0
small-4-3,73,100,1.50,0.40,2,174.8,1
small-4-3,73,150,1.80,0.40,2,191.0,0
small-4-3,73,150,1.30,0.40,2,191.0,0
small-4-3,73,150,1.50,0.50,2,191.0,0
small-4-3,73,150,1.50,0.40,2,191.0,1
small-4-3,73,200,1.50,0.33,2,94.7,0
small-4-3,73,200,1.50,0.40,1,94.7,0
small-4-3,73,200,1.50,0.40,3,94.7,0
small-4-3,73,200,1.50,0.40,2,94.7,1
small-4-3,73,250,1.80,0.40,2,69.9,0
small-4-3,73,250,1.30,0.40,2,69.9,0
small-4-3,73,250,1.50,0.50,2,69.9,0
small-4-3,73,250,1.50,0.40,2,69.9,1
small-4-3,73,300,1.50,0.33,2,55.0,0
small-4-3,73,300,1.50,0.40,1,55.0,0
small-4-3,73,300,1.50,0.40,3,55.0,0
small-4-3,73,300,1.50,0.40,2,55.0,1
small-4-3,73,350,1.80,0.40,2,46.1,0
small-4-3,73,350,1.30,0.40,2,46.1,0
small-4-3,73,350,1.50,0.50,2,46.1,0
small-4-3,73,350,1.50,0.40,2,46.1,1
small-4-3,73,400,1.50,0.33,2,23.5,0
small-4-3,73,400,1.50,0.40,1,23.5,0
small-4-3,73,400,1.50,0.40,3,23.5,0
small-4-3,73,400,1.50,0.40,2,23.5,1
small-4-3,73,450,1.80,0.40,2,0.0,0
small-4-3,73,450,1.30,0.40,2,0.0,0
small-4-3,73,450,1.50,0.50,2,0.0,0
small-4-3,73,450,1.50,0.40,2,0.0,1
small-4-3,74,50,1.80,0.40,2,607.0,0
small-4-3,74,50,1.30,0.40,2,607.0,0
small-4-3,74,50,1.50,0.50,2,607.0,0
small-4-3,74,50,1.50,0.40,2,607.0,1
small-4-3,74,100,1.50,0.33,2,135.2,0
small-4-3,74,100,1.50,0.40,1,135.2,0
small-4-3,74,100,1.50,0.40,3,135.2,0
small-4-3,74,100,1.50,0.40,2,135.2,1
small-4-3,74,150,1.80,0.40,2,79.2,0
small-4-3,74,150,1.30,0.40,2,79.2,0
small-4-3,74,150,1.50,0.50,2,79.2,0
small-4-3,74,150,1.50,0.40,2,79.2,1
small-4-3,74,200,1.50,0.33,2,74.5,0
small-4-3,74,200,1.50,0.40,1,74.5,0
small-4-3,74,200,1.50,0.40,3,74.5,0
small-4-3,74,200,1.50,0.40,2,74.5,1
small-4-3,74,250,1.80,0.40,2,28.1,0
small-4-3,74,250,1.30,0.40,2,28.1,0
small-4-3,74,250,1.50,0.50,2,28.1,0
small-4-3,74,250,1.50,0.40,2,28.1,1
small-4-3,74,300,1.50,0.33,2,38.9,0
small-4-3,74,300,1.50,0.40,1,38.9,0
small-4-3,74,300,1.50,0.40,3,38.9,0
small-4-3,74,300,1.50,0.40,2,38.9,1
small-4-3,74,350,1.80,0.40,2,30.2,0
small-4-3,74,350,1.30,0.40,2,30.2,0
small-4-3,74,350,1.50,0.50,2,30.2,0
small-4-3,74,350,1.50,0.40,2,30.2,1
small-4-3,74,400,1.50,0.33,2,0.0,0
small-4-3,74,400,1.50,0.40,1,0.0,0
small-4-3,74,400,1.50,0.40,3,0.0,0
small-4-3,74,400,1.50,0.40,2,0.0,1
small-4-3,74,450,1.80,0.40,2,-20.0,0
small-4-3,74,450,1.30,0.40,2,-20.0,0
small-4-3,74,450,1.50,0.50,2,-20.0,0
small-4-3,74,450,1.50,0.40,2,-20.0,1
small-4-3,75,50,1.80,0.40,2,301.5,0
small-4-3,75,50,1.30,0.40,2,301.5,0
small-4-3,75,50,1.50,0.50,2,301.5,0
small-4-3,75,50,1.50,0.40,2,301.5,1
small-4-3,75,100,1.50,0.33,2,162.4,0
small-4-3,75,100,1.50,0.40,1,162.4,0
small-4-3,75,100,1.50,0.40,3,162.4,0
small-4-3,75,100,1.50,0.40,2,162.4,1
small-4-3,75,150,1.80,0.40,2,130.0,0
small-4-3,75,150,1.30,0.40,2,130.0,0
small-4-3,75,150,1.50,0.50,2,130.0,0
small-4-3,75,150,1.50,0.40,2,130.0,1
small-4-3,75,200,1.50,0.33,2,115.7,0
small-4-3,75,200,1.50,0.40,1,115.7,0
small-4-3,75,200,1.50,0.40,3,115.7,0
small-4-3,75,200,1.50,0.40,2,115.7,1
small-4-3,75,250,1.80,0.40,2,64.9,0
small-4-3,75,250,1.30,0.40,2,64.9,0
small-4-3,75,250,1.50,0.50,2,64.9,0
small-4-3,75,250,1.50,0.40,2,64.9,1
small-4-3,75,300,1.50,0.33,2,102.0,0
small-4-3,75,300,1.50,0.40,1,102.0,0
small-4-3,75,300,1.50,0.40,3,102.0,0
small-4-3,75,300,1.50,0.40,2,102.0,1
small-4-3,75,350,1.80,0.40,2,58.8,0
small-4-3,75,350,1.30,0.40,2,58.8,0
small-4-3,75,350,1.50,0.50,2,58.8,0
small-4-3,75,350,1.50,0.40,2,58.8,1
small-4-3,75,400,1.50,0.33,2,3.5,0
small-4-3,75,400,1.50,0.40,1,3.5,0
small-4-3,75,400,1.50,0.40,3,3.5,0
small-4-3,75,400,1.50,0.40,2,3.5,1
small-4-3,75,450,1.80,0.40,2,0.0,0
small-4-3,75,450,1.30,0.40,2,0.0,0
small-4-3,75,450,1.50,0.50,2,0.0,0
small-4-3,75,450,1.50,0.40,2,0.0,1
small-4-3,76,50,1.80,0.40,2,358.4,0
small-4-3,76,50,1.30,0.40,2,358.4,0
small-4-3,76,50,1.50,0.50,2,358.4,0
small-4-3,76,50,1.50,0.40,2,358.4,1
small-4-3,76,100,1.50,0.33,2,159.6,0
small-4-3,76,100,1.50,0.40,1,159.6,0
small-4-3,76,100,1.50,0.40,3,159.6,0
small-4-3,76,100,1.50,0.40,2,159.6,1
small-4-3,76,150,1.80,0.40,2,112.2,0
small-4-3,76,150,1.30,0.40,2,112.2,0
small-4-3,76,150,1.50,0.50,2,112.2,0
small-4-3,76,150,1.50,0.40,2,112.2,1
small-4-3,76,200,1.50,0.33,2,76.1,0
small-4-3,76,200,1.50,0.40,1,76.1,0
small-4-3,76,200,1.50,0.40,3,76.1,0
small-4-3,76,200,1.50,0.40,2,76.1,1
small-4-3,76,250,1.80,0.40,2,63.8,0
small-4-3,76,250,1.30,0.40,2,67.7,0
small-4-3,76,250,1.50,0.50,2,67.7,0
small-4-3,76,250,1.50,0.50,2,67.7,1
small-4-3,76,300,1.50,0.43,2,14.4,0
small-4-3,76,300,1.50,0.50,1,14.4,0
small-4-3,76,300,1.50,0.50,3,14.4,0
small-4-3,76,300,1.50,0.50,2,14.4,1
small-4-3,76,350,1.50,0.60,2,3.9,0
small-4-3,76,350,1.30,0.50,2,3.9,0
small-4-3,76,350,1.80,0.50,2,3.9,0
small-4-3,76,350,1.50,0.50,2,3.9,1
small-4-3,76,400,1.50,0.43,2,3.9,0
small-4-3,76,400,1.50,0.50,1,3.9,0
small-4-3,76,400,1.50,0.50,3,3.9,0
small-4-3,76,400,1.50,0.50,2,3.9,1
small-4-3,76,450,1.50,0.60,2,0.0,0
small-4-3,76,450,1.30,0.50,2,0.0,0
small-4-3,76,450,1.80,0.50,2,0.0,0
small-4-3,76,450,1.50,0.50,2,0.0,1
small-4-3,77,50,1.80,0.40,2,117.4,0
small-4-3,77,50,1.30,0.40,2,117.4,0
small-4-3,77,50,1.50,0.50,2,117.4,0
small-4-3,77,50,1.50,0.40,2,117.4,1
small-4-3,77,100,1.50,0.33,2,59.8,0
small-4-3,77,100,1.50,0.40,1,59.8,0
small-4-3,77,100,1.50,0.40,3,59.8,0
small-4-3,77,100,1.50,0.40,2,59.8,1
small-4-3,77,150,1.80,0.40,2,118.3,0
small-4-3,77,150,1.30,0.40,2,118.3,0
small-4-3,77,150,1.50,0.50,2,118.3,0
small-4-3,77,150,1.50,0.40,2,118.3,1
small-4-3,77,200,1.50,0.33,2,111.6,0
small-4-3,77,200,1.50,0.40,1,111.6,0
small-4-3,77,200,1.50,0.40,3,111.6,0
small-4-3,77,200,1.50,0.40,2,111.6,1
small-4-3,77,250,1.80,0.40,2,52.7,0
small-4-3,77,250,1.30,0.40,2,52.7,0
small-4-3,77,250,1.50,0.50,2,52.7,0
small-4-3,77,250,1.50,0.40,2,52.7,1
small-4-3,77,300,1.50,0.33,2,22.8,0
small-4-3,77,300,1.50,0.40,1,22.8,0
small-4-3,77,300,1.50,0.40,3,22.8,0
small-4-3,77,300,1.50,0.40,2,22.8,1
small-4-3,77,350,1.80,0.40,2,0.0,0
small-4-3,77,350,1.30,0.40,2,0.0,0
small-4-3,77,350,1.50,0.50,2,0.0,0
small-4-3,77,350,1.50,0.40,2,0.0,1
small-4-3,77,400,1.50,0.33,2,0.0,0
small-4-3,77,400,1.50,0.40,1,0.0,0
small-4-3,77,400,1.50,0.40,3,0.0,0
small-4-3,77,400,1.50,0.40,2,0.0,1
small-4-3,77,450,1.80,0.40,2,0.0,0
small-4-3,77,450,1.30,0.40,2,0.0,0
small-4-3,77,450,1.50,0.50,2,0.0,0
small-4-3,77,450,1.50,0.40,2,0.0,1
small-4-3,78,50,1.80,0.40,2,480.3,0
small-4-3,78,50,1.30,0.40,2,480.3,0
small-4-3,78,50,1.50,0.50,2,480.3,0
small-4-3,78,50,1.50,0.40,2,480.3,1
small-4-3,78,100,1.50,0.33,2,59.4,0
small-4-3,78,100,1.50,0.40,1,59.4,0
small-4-3,78,100,1.50,0.40,3,59.4,0
small-4-3,78,100,1.50,0.40,2,59.4,1
small-4-3,78,150,1.80,0.40,2,163.9,0
small-4-3,78,150,1.30,0.40,2,163.9,0
small-4-3,78,150,1.50,0.50,2,163.9,0
small-4-3,78,150,1.50,0.40,2,163.9,1
small-4-3,78,200,1.50,0.33,2,138.6,0
small-4-3,78,200,1.50,0.40,1,138.6,0
small-4-3,78,200,1.50,0.40,3,138.6,0
small-4-3,78,200,1.50,0.40,2,138.6,1
small-4-3,78,250,1.80,0.40,2,103.3,0
small-4-3,78,250,1.30,0.40,2,103.3,0
small-4-3,78,250,1.50,0.50,2,103.3,0
small-4-3,78,250,1.50,0.40,2,103.3,1
small-4-3,78,300,1.50,0.33,2,86.2,0
small-4-3,78,300,1.50,0.40,1,86.2,0
small-4-3,78,300,1.50,0.40,3,86.2,0
small-4-3,78,300,1.50,0.40,2,86.2,1
small-4-3,78,350,1.80,0.40,2,17.2,0
small-4-3,78,350,1.30,0.40,2,17.2,0
small-4-3,78,350,1.50,0.50,2,17.2,0
small-4-3,78,350,1.50,0.40,2,17.2,1
small-4-3,78,400,1.50,0.33,2,11.2,0
small-4-3,78,400,1.50,0.40,1,11.2,0
small-4-3,78,400,1.50,0.40,3,11.2,0
small-4-3,78,400,1.50,0.40,2,11.2,1
small-4-3,78,450,1.80,0.40,2,0.0,0
small-4-3,78,450,1.30,0.40,2,0.0,0
small-4-3,78,450,1.50,0.50,2,0.0,0
small-4-3,78,450,1.50,0.40,2,0.0,1
small-4-3,79,50,1.80,0.40,2,345.4,0
small-4-3,79,50,1.30,0.40,2,345.4,0
small-4-3,79,50,1.50,0.50,2,345.4,0
small-4-3,79,50,1.50,0.40,2,345.4,1
small-4-3,79,100,1.50,0.33,2,428.2,0
small-4-3,79,100,1.50,0.40,1,428.2,0
small-4-3,79,100,1.50,0.40,3,428.2,0
small-4-3,79,100,1.50,0.40,2,428.2,1
small-4-3,79,150,1.80,0.40,2,127.8,0
small-4-3,79,150,1.30,0.40,2,127.8,0
small-4-3,79,150,1.50,0.50,2,127.8,0
small-4-3,79,150,1.50,0.40,2,127.8,1
small-4-3,79,200,1.50,0.33,2,224.6,0
small-4-3,79,200,1.50,0.40,1,224.6,0
small-4-3,79,200,1.50,0.40,3,224.6,0
small-4-3,79,200,1.50,0.40,2,224.6,1
small-4-3,79,250,1.80,0.40,2,255.7,0
small-4-3,79,250,1.30,0.40,2,255.7,0
small-4-3,79,250,1.50,0.50,2,255.7,0
small-4-3,79,250,1.50,0.40,2,255.7,1
small-4-3,79,300,1.50,0.33,2,76.3,0
small-4-3,79,300,1.50,0.40,1,76.3,0
small-4-3,79,300,1.50,0.40,3,76.3,0
small-4-3,79,300,1.50,0.40,2,76.3,1
small-4-3,79,350,1.80,0.40,2,29.9,0
small-4-3,79,350,1.30,0.40,2,29.9,0
small-4-3,79,350,1.50,0.50,2,29.9,0
small-4-3,79,350,1.50,0.40,2,29.9,1
small-4-3,79,400,1.50,0.33,2,5.9,0
small-4-3,79,400,1.50,0.40,1,5.9,0
small-4-3,79,400,1.50,0.40,3,5.9,0
small-4-3,79,400,1.50,0.40,2,5.9,1
small-4-3,79,450,1.80,0.40,2,0.0,0
small-4-3,79,450,1.30,0.40,2,0.0,0
small-4-3,79,450,1.50,0.50,2,0.0,0
small-4-3,79,450,1.50,0.40,2,0.0,1
small-4-3,80,50,1.80,0.40,2,341.4,0
small-4-3,80,50,1.30,0.40,2,341.4,0
small-4-3,80,50,1.50,0.50,2,341.4,0
small-4-3,80,50,1.50,0.40,2,341.4,1
small-4-3,80,100,1.50,0.33,2,284.6,0
small-4-3,80,100,1.50,0.40,1,284.6,0
small-4-3,80,100,1.50,0.40,3,284.6,0
small-4-3,80,100,1.50,0.40,2,284.6,1
small-4-3,80,150,1.80,0.40,2,160.1,0
small-4-3,80,150,1.30,0.40,2,160.1,0
small-4-3,80,150,1.50,0.50,2,160.1,0
small-4-3,80,150,1.50,0.40,2,160.1,1
small-4-3,80,200,1.50,0.33,2,175.8,0
small-4-3,80,200,1.50,0.40,1,175.8,0
small-4-3,80,200,1.50,0.40,3,175.8,0
small-4-3,80,200,1.50,0.40,2,175.8,1
small-4-3,80,250,1.80,0.40,2,100.1,0
small-4-3,80,250,1.30,0.40,2,100.1,0
small-4-3,80,250,1.50,0.50,2,100.1,0
small-4-3,80,250,1.50,0.40,2,100.1,1
small-4-3,80,300,1.50,0.33,2,44.1,0
small-4-3,80,300,1.50,0.40,1,44.1,0
small-4-3,80,300,1.50,0.40,3,44.1,0
small-4-3,80,300,1.50,0.40,2,44.1,1
small-4-3,80,350,1.80,0.40,2,3.1,0
small-4-3,80,350,1.30,0.40,2,3.1,0
small-4-3,80,350,1.50,0.50,2,3.1,0
small-4-3,80,350,1.50,0.40,2,3.1,1
small-4-3,80,400,1.50,0.33,2,0.0,0
small-4-3,80,400,1.50,0.40,1,0.0,0
small-4-3,80,400,1.50,0.40,3,0.0,0
small-4-3,80,400,1.50,0.40,2,0.0,1
small-4-3,80,450,1.80,0.40,2,0.0,0
small-4-3,80,450,1.30,0.40,2,0.0,0
small-4-3,80,450,1.50,0.50,2,0.0,0
small-4-3,80,450,1.50,0.40,2,0.0,1
small-4-3,81,50,1.80,0.40,2,483.6,0
small-4-3,81,50,1.30,0.40,2,483.6,0
small-4-3,81,50,1.50,0.50,2,483.6,0
small-4-3,81,50,1.50,0.40,2,483.6,1
small-4-3,81,100,1.50,0.33,2,157.7,0
small-4-3,81,100,1.50,0.40,1,157.7,0
small-4-3,81,100,1.50,0.40,3,157.7,0
small-4-3,81,100,1.50,0.40,2,157.7,1
small-4-3,81,150,1.80,0.40,2,67.6,0
small-4-3,81,150,1.30,0.40,2,67.6,0
small-4-3,81,150,1.50,0.50,2,67.6,0
small-4-3,81,150,1.50,0.40,2,67.6,1
small-4-3,81,200,1.50,0.33,2,230.9,0
small-4-3,81,200,1.50,0.40,1,230.9,0
small-4-3,81,200,1.50,0.40,3,230.9,0
small-4-3,81,200,1.50,0.40,2,230.9,1
small-4-3,81,250,1.80,0.40,2,271.9,0
small-4-3,81,250,1.30,0.40,2,211.4,0
small-4-3,81,250,1.50,0.50,2,271.9,0
small-4-3,81,250,1.50,0.40,2,271.9,1
small-4-3,81,300,1.50,0.33,2,129.8,0
small-4-3,81,300,1.50,0.40,1,129.8,0
small-4-3,81,300,1.50,0.40,3,129.8,0
small-4-3,81,300,1.50,0.40,2,129.8,1
small-4-3,81,350,1.80,0.40,2,20.0,0
small-4-3,81,350,1.50,0.50,2,20.0,0
small-4-3,81,350,1.50,0.33,2,20.0,0
small-4-3,81,350,1.50,0.40,2,20.0,1
small-4-3,81,400,1.50,0.40,1,-16.6,0
small-4-3,81,400,1.50,0.40,3,-16.6,0
small-4-3,81,400,1.80,0.40,2,-16.6,0
small-4-3,81,400,1.50,0.40,2,-16.6,1
small-4-3,81,450,1.50,0.50,2,0.0,0
small-4-3,81,450,1.50,0.33,2,0.0,0
small-4-3,81,450,1.50,0.40,1,0.0,0
small-4-3,81,450,1.50,0.40,2,0.0,1
small-4-3,82,50,1.80,0.40,2,91.4,0
small-4-3,82,50,1.30,0.40,2,91.4,0
small-4-3,82,50,1.50,0.50,2,91.4,0
small-4-3,82,50,1.50,0.40,2,91.4,1
small-4-3,82,100,1.50,0.33,2,115.7,0
small-4-3,82,100,1.50,0.40,1,115.7,0
small-4-3,82,100,1.50,0.40,3,115.7,0
small-4-3,82,100,1.50,0.40,2,115.7,1
small-4-3,82,150,1.80,0.40,2,85.4,0
small-4-3,82,150,1.30,0.40,2,85.4,0
small-4-3,82,150,1.50,0.50,2,85.4,0
small-4-3,82,150,1.50,0.40,2,85.4,1
small-4-3,82,200,1.50,0.33,2,120.0,0
small-4-3,82,200,1.50,0.40,1,120.0,0
small-4-3,82,200,1.50,0.40,3,120.0,0
small-4-3,82,200,1.50,0.40,2,120.0,1
small-4-3,82,250,1.80,0.40,2,98.7,0
small-4-3,82,250,1.30,0.40,2,98.7,0
small-4-3,82,250,1.50,0.50,2,98.7,0
small-4-3,82,250,1.50,0.40,2,98.7,1
small-4-3,82,300,1.50,0.33,2,25.7,0
small-4-3,82,300,1.50,0.40,1,25.7,0
small-4-3,82,300,1.50,0.40,3,25.7,0
small-4-3,82,300,1.50,0.40,2,25.7,1
small-4-3,82,350,1.80,0.40,2,4.0,0
small-4-3,82,350,1.30,0.40,2,4.0,0
small-4-3,82,350,1.50,0.50,2,4.0,0
small-4-3,82,350,1.50,0.40,2,4.0,1
small-4-3,82,400,1.50,0.33,2,-20.0,0
small-4-3,82,400,1.50,0.40,1,-20.0,0
small-4-3,82,400,1.50,0.40,3,-20.0,0
small-4-3,82,400,1.50,0.40,2,-20.0,1
small-4-3,82,450,1.80,0.40,2,0.0,0
small-4-3,82,450,1.30,0.40,2,0.0,0
small-4-3,82,450,1.50,0.50,2,0.0,0
small-4-3,82,450,1.50,0.40,2,0.0,1
small-4-3,83,50,1.80,0.40,2,403.1,0
small-4-3,83,50,1.30,0.40,2,403.1,0
small-4-3,83,50,1.50,0.50,2,403.1,0
small-4-3,83,50,1.50,0.40,2,403.1,1
small-4-3,83,100,1.50,0.33,2,179.6,0
small-4-3,83,100,1.50,0.40,1,179.6,0
small-4-3,83,100,1.50,0.40,3,179.6,0
small-4-3,83,100,1.50,0.40,2,179.6,1
small-4-3,83,150,1.80,0.40,2,24.0,0
small-4-3,83,150,1.30,0.40,2,24.0,0
small-4-3,83,150,1.50,0.50,2,24.0,0
small-4-3,83,150,1.50,0.40,2,24.0,1
small-4-3,83,200,1.50,0.33,2,42.3,0
small-4-3,83,200,1.50,0.40,1,42.3,0
small-4-3,83,200,1.50,0.40,3,42.3,0
small-4-3,83,200,1.50,0.40,2,42.3,1
small-4-3,83,250,1.80,0.40,2,241.9,0
small-4-3,83,250,1.30,0.40,2,259.3,0
small-4-3,83,250,1.50,0.50,2,259.3,0
small-4-3,83,250,1.50,0.40,2,259.3,1
small-4-3,83,300,1.50,0.33,2,265.8,0
small-4-3,83,300,1.50,0.40,1,265.8,0
small-4-3,83,300,1.50,0.40,3,265.8,0
small-4-3,83,300,1.50,0.40,2,265.8,1
small-4-3,83,350,1.30,0.40,2,24.9,0
small-4-3,83,350,1.50,0.50,2,24.9,0
small-4-3,83,350,1.50,0.33,2,24.9,0
small-4-3,83,350,1.50,0.40,2,24.9,1
small-4-3,83,400,1.50,0.40,1,0.0,0
small-4-3,83,400,1.50,0.40,3,0.0,0
small-4-3,83,400,1.30,0.40,2,0.0,0
small-4-3,83,400,1.50,0.40,2,0.0,1
small-4-3,83,450,1.50,0.50,2,0.0,0
small-4-3,83,450,1.50,0.33,2,0.0,0
small-4-3,83,450,1.50,0.40,1,0.0,0
small-4-3,83,450,1.50,0.40,2,0.0,1
small-4-3,84,50,1.80,0.40,2,492.9,0
small-4-3,84,50,1.30,0.40,2,492.9,0
small-4-3,84,50,1.50,0.50,2,492.9,0
small-4-3,84,50,1.50,0.40,2,492.9,1
small-4-3,84,100,1.50,0.33,2,52.1,0
small-4-3,84,100,1.50,0.40,1,52.1,0
small-4-3,84,100,1.50,0.40,3,52.1,0
small-4-3,84,100,1.50,0.40,2,52.1,1
small-4-3,84,150,1.80,0.40,2,102.5,0
small-4-3,84,150,1.30,0.40,2,102.5,0
small-4-3,84,150,1.50,0.50,2,102.5,0
small-4-3,84,150,1.50,0.40,2,102.5,1
small-4-3,84,200,1.50,0.33,2,59.8,0
small-4-3,84,200,1.50,0.40,1,59.8,0
small-4-3,84,200,1.50,0.40,3,59.8,0
small-4-3,84,200,1.50,0.40,2,59.8,1
small-4-3,84,250,1.80,0.40,2,5.5,0
small-4-3,84,250,1.30,0.40,2,5.5,0
small-4-3,84,250,1.50,0.50,2,5.5,0
small-4-3,84,250,1.50,0.40,2,5.5,1
small-4-3,84,300,1.50,0.33,2,0.0,0
small-4-3,84,300,1.50,0.40,1,0.0,0
small-4-3,84,300,1.50,0.40,3,0.0,0
small-4-3,84,300,1.50,0.40,2,0.0,1
small-4-3,84,350,1.80,0.40,2,0.0,0
small-4-3,84,350,1.30,0.40,2,0.0,0
small-4-3,84,350,1.50,0.50,2,0.0,0
small-4-3,84,350,1.50,0.40,2,0.0,1
small-4-3,84,400,1.50,0.33,2,0.0,0
small-4-3,84,400,1.50,0.40,1,0.0,0
small-4-3,84,400,1.50,0.40,3,0.0,0
